Ref,Monthly #,Date,Locality,ML,Weight,SEX,Mat Stage,prey,rostral ,Otolith length1,Otolith length2,Otolith length3,Otolith length4,Otolith length5,Otolith length6,Otolith length7,Otolith length8,Otolith length9,Otolith length10,Otolith length11,Otolith length12,Otolith length13,Otolith length14,Otolith length15,Otolith length16,Otolith length17,Otolith length18,Otolith length19,Otolith length20,Otolith length21,Otolith length22,Otolith length23,Otolith length24,Otolith length25,Otolith length26,Otolith length27,Otolith length28,Otolith length29,Otolith length30,Otolith length31,Otolith length32,Otolith length33,Otolith length34,Otolith length35,Otolith length36
50,6,5/22/99,TOPOLOBAMPO,35.1,1134.7,H,IV,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,7,5/22/99,TOPOLOBAMPO,33.1,797.6,M,V,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,,5/23/99,STA ROSALIA,28.5,,M,III,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,s/n,5/24/99,VOLCAN MARIAS,33.5,,M,III,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,s/n,5/25/99,VOLCAN MARIAS,34,,H,III,Triphoturus,,1.1,1,0.95,0.9,1.2,1,1,0.95,0.95,0.95,0.95,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,9,5/22/99,TOPOLOBAMPO,32.3,712.2,M,IV,Triphoturus,,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,11,5/23/99,STA ROSALIA,32.7,796.3,M,V,Triphoturus,,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,12,5/1/99,LORETO,25.9,397.1,H,II-III,Triphoturus,,1,0.8,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,14,5/1/99,LORETO,23,245.9,H,II,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3,5/22/99,TOPOLOBAMPO,29.9,746.7,H,V,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,5,5/22/99,TOPOLOBAMPO,27.2,491.9,H,V,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,s/n,5/24/99,VOLCAN MARIAS,29,,M,II,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,s/n,5/24/99,VOLCAN MARIAS,29,,M,II,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,s/n,5/24/99,VOLCAN MARIAS,33.5,,H,II,Triphoturus,,1,0.8,0.9,0.75,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,s/n,5/24/99,VOLCAN MARIAS,32.5,,H,II,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,s/n,5/24/99,VOLCAN MARIAS,28.7,,M,III,Triphoturus,,0.975,0.75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4,5/22/99,TOPOLOBAMPO,28.4,453.6,H,V,Triphoturus,,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,7,5/22/99,TOPOLOBAMPO,33.5,815.7,H,IV,Triphoturus,,0.95,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,s/n,5/24/99,VOLCAN MARIAS,29.1,,M,V,Triphoturus,,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,5/23/99,STA ROSALIA,31.2,761.7,H,III,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3,5/23/99,STA ROSALIA,27.1,416.8,M,V,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,5,5/23/99,STA ROSALIA,36.1,826.8,H,III,Triphoturus,,0.9,0.9,0.9,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,4,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,0.9,0.8625,0.7875,0.975,0.825,0.9,0.9,0.8625,0.8625,0.8625,0.8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,s/n,5/25/99,VOLCAN MARIAS,33.7,,H,II,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,,5/25/99,VOLCAN MARIAS,31.4,,H,III,Triphoturus,,0.9,1.125,0.975,0.9375,0.9,0.9,0.975,0.975,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,4,5/26/99,VOLCAN MARIAS,34.3,901.9,H,III,Triphoturus,,0.9,0.7875,0.825,0.7875,0.825,0.825,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,5,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,0.9,0.975,0.825,0.75,0.675,0.7125,0.8625,0.9,0.825,0,0.7875,0.75,0.75,0.75,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,s/n,5/26/99,VOLCAN MARIAS,32.7,,H,II,Triphoturus,,0.8625,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,5/22/99,TOPOLOBAMPO,28.6,528.9,H,II,Triphoturus,,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,5/22/99,TOPOLOBAMPO,29.9,865.7,H,V,Triphoturus,,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,9,5/23/99,STA ROSALIA,25.9,366.8,M,III,Triphoturus,,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,s/n,5/24/99,VOLCAN MARIAS,33.4,,H,III,Triphoturus,,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,s/n,5/26/99,VOLCAN MARIAS,32.6,,H,V,Triphoturus,,0.825,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,11,5/1/99,LORETO,21.7,206.4,H,II,Triphoturus,,0.8,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,22,5/1/99,LORETO,21.5,236.3,M,III,Triphoturus,,0.8,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,6,5/23/99,STA ROSALIA,32,806.8,H,II,Triphoturus,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,s/n,5/25/99,VOLCAN MARIAS,29.6,,H,II,Triphoturus,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,,5/25/99,VOLCAN MARIAS,32.1,,H,II,Triphoturus,,0.7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,s/n,5/24/99,VOLCAN MARIAS,33,,M,V,Triphoturus,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,s/n,5/26/99,VOLCAN MARIAS,32.2,,H,II,Triphoturus,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1,5/26/99,VOLCAN MARIAS,29,,H,II,Triphoturus,,0.7125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,8,5/26/99,VOLCAN MARIAS,27.8,,M,V,Triphoturus,,0.7125,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5/10/98,TORTUGA,27.5,480.2,H,IV,Triphoturus,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,6,5/22/99,TOPOLOBAMPO,28,447.2,H,V,Triphoturus,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,,5/23/99,STA ROSALIA,26.5,,M,IV,Triphoturus,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,7,5/24/99,VOLCAN MARIAS,32.6,835,H,V,Triphoturus,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,21,5/26/99,VOLCAN MARIAS,33.9,,H,IV,Triphoturus,,0.675,0.75,0.825,0.9,0.75,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,25,5/26/99,VOLCAN MARIAS,39.4,,H,III,Triphoturus,,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,s/n,5/24/99,VOLCAN MARIAS,32,,H,II,Triphoturus,,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,#VALUE!,5/10/98,TORTUGA,25.6,406,M,II,Triphoturus,,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,s/n,5/23/99,STA ROSALIA,30.6,,H,II,Triphoturus,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,5/23/99,SAN BRUNO,26.7,406.6,H,II,Triphoturus,,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26,10/29/00,IMECOCAL,29,,H,II,Triphoturus,,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM5 Jul 2006 SS,6,7/18/2006  20:45:00 PM,SPM5,44,,F,II,Triphoturus,,1,1.1,0.85,1,0.85,1,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Rosalia March 2007,A37,03/22/07,,45,,M,3,Triphoturus,,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,13,10-11-07,Sta Rosalia,51.5,,M,3,Triphoturus,,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.75,1.1,0.8,0.8,0.8,0.9,1.1,0.9,0.95,0.9,0.9,1,1,0.9,1,1.2,0.8,0.8,1,1,1.1,1,1.2,0.95,1,0.9,1,1,0.9
SR Nov 07,23,10-11-07,Sta Rosalia,53.5,,F,1,Triphoturus,,0.9,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Rosalia March 2007,A33,03/22/07,,55,,F,2,Triphoturus,,1.1,1.2,1.25,0.95,1.05,0.8,1.15,1.05,1,0.8,0.85,1.1,1.1,1.3,0.95,1,0.9,0.9,0.8,1.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,30,10-11-07,Sta Rosalia,57,,F,1,Triphoturus,,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM5 Jul 2006 SS,7,7/18/2006  20:45:00 PM,SPM5,59,,F,II,Triphoturus,,0.7,0.95,0.95,0.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,22,10-11-07,Sta Rosalia,60,,F,2,Triphoturus,,0.84,0.9,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,21,10-11-07,Sta Rosalia,69,,F,2,Triphoturus,,0.98,1.18,1.02,0.94,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM5 Jul 2006 SS,20,07/19/06,SPM5,73,,F,V,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,10,6/11/96,San Pedro,26,0.375,H,I,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2,4/2/96,Guaymas,26.7,0.407,H,I,Pterygioteuthis,URL,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,9,5/4/96,Guaymas,33.2,0.85,M ,V,Pterygioteuthis,,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,4,4/2/96,Guaymas,34.2,0.927,H,I,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,5,6/11/96,San Pedro,35.8,1.075,H,II,Pterygioteuthis,,0.5,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,27,7/10/96,Santa Rosalia,38.2,1.125,M,II,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,6,6/11/96,San Pedro,40.7,1.2,H,II,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,16,7/9/96,Santa Rosalia,41.7,1.7,M,III,Pterygioteuthis,,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,33,6/18/96,San Pedro,42.1,1.975,H,II,Pterygioteuthis,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,5,3/27/96,Guaymas,42.2,1.175,H,II,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,24,8/10/96,Santa Rosalia,44,2.125,M,II,Pterygioteuthis,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,9,6/11/96,San Pedro,44.7,2.2,M,V,Pterygioteuthis,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,17,3/18/96,Guaymas,47.3,3,M,III,Pterygioteuthis,,0.5,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,9,2/16/97,Guaymas,47.3,2.925,M,III,Pterygioteuthis,,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,14,1/19/97,Guaymas,47.5,2.975,M,V,Pterygioteuthis,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,9,8/10/96,Santa Rosalia,47.6,3.125,H,II,Pterygioteuthis,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,13,1/19/97,Guaymas,48,2.8,H,II,Pterygioteuthis,,0.2,0.5,0.5,0.4,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,17,1/19/97,Guaymas,48.1,3.85,H,II,Pterygioteuthis,,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,10,3/27/96,Guaymas,48.5,2.125,M,III,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2,3/29/96,Guaymas,48.6,3.158,M,V,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,15,8/10/96,Santa Rosalia,48.9,3.475,H,II,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,8,3/18/96,Guaymas,49.2,3,H,II,Pterygioteuthis,,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,21,9/6/96,Santa Rosalia,49.5,3.225,M,V,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/19/97,Guaymas,50.6,,H,II,Pterygioteuthis,,0.3,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,6,3/15/97,Guaymas,50.6,3.35,H,II,Pterygioteuthis,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,20,2/16/97,Guaymas,50.8,3.4,M,III,Pterygioteuthis,,0.2,0.3,0.3,0.4,0.4,0.2,0.3,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/19/97,Guaymas,51.2,,M,III,Pterygioteuthis,,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,6,3/18/96,Guaymas,51.8,3,H,II,Pterygioteuthis,,0.7,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,4,2/16/97,Guaymas,52,3.175,M,V,Pterygioteuthis,URL,0.5,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,12,11/12/96,Guaymas,52.2,3.9,H,II,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,6,9/6/96,Santa Rosalia,52.3,4.725,H,II,Pterygioteuthis,,0.4,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,26,10/16/96,Santa Rosalia,54,3.975,M,V,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,7,3/15/97,Guaymas,54.2,3.7,M,IV,Pterygioteuthis,,0.5,0.5,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,7,11/9/96,Guaymas,54.9,4.025,M,V,Pterygioteuthis,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,9,11/12/96,Guaymas,55.1,4.65,H,II,Pterygioteuthis,,0.6,0.6,0.6,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/19/97,Guaymas,55.2,,M,IV,Pterygioteuthis,,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,5,10/16/96,Santa Rosalia,58,5.5,M,V,Pterygioteuthis,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,10,1/19/97,Guaymas,58.2,5.325,M,V,Pterygioteuthis,,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,19,4/16/97,Guaymas,58.8,5.85,M,V,Pterygioteuthis,,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,8,9/6/96,Santa Rosalia,59,5.975,H,II,Pterygioteuthis,,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,12,4/15/97,Guaymas,59.4,5.725,M,IV,Pterygioteuthis,,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,15,9/6/96,Santa Rosalia,59.5,5.675,M,V,Pterygioteuthis,,0.3,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,3,11/12/96,Guaymas,59.9,5.325,M,V,Pterygioteuthis,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,11,4/15/97,Guaymas,60,5.975,H,II,Pterygioteuthis,,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,12,8/10/96,Santa Rosalia,60.6,5.975,H,II,Pterygioteuthis,,0.4,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
